Commodity Code,Item Description,Qty,PE Amount,BM Amount,LB hrs,LB Amount,CE Amount,Major SC Amount,Fuel usage (L),Attribute 1,Attribute 2,Attribute 3,Attribute 4,project_number,total_new,Total,Single Unit Price,epic_embodied_carbon,aus_lci_embodied_carbon,carbon_allowance,construction_carbon,Default PE Unit Price,Default BM Unit Price,Default LB Unit Hrs,Default SC Unit Rate,Project Name,Greenfield/ Brownfield,Client,Market Sector/Industry,Lat,Long,Delivery Method,Item Type,Flag ,coordinates,state,city,suburb
CBAJ,MH Visual Inspection,0.6931471805599453,1.0259142044912437,10.643877240851921,1.2376082517415115,11.078539912186779,14.970063343226476,60.0,2.100856721028914,10.0,2.0,8.0,0.0,133,60.0,9.976612009500661,4604061324.634864,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.4920104257901436,75.0,"27 Errogie St, Fig Tree Pocket 4069",Brownfield,Urban Utilities,Water,-27.524554,152.954069,Framework,Item,1.0,"-27.524554, 152.954069",Queensland,Brisbane City,Fig Tree Pocket
CBAJ,MH Visual Inspection,0.6931471805599453,1.0263814745037139,10.659137721982152,1.2371897163355239,11.078890531802928,14.971375604158162,60.0,2.1011060812326665,10.0,2.0,8.0,0.0,134,60.0,9.976612009500661,4620976315.141617,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.4945686071359214,75.0,"26 Errogie Pl, Fig Tree Pocket 4069",Brownfield,Urban Utilities,Water,-27.524554,152.954069,Framework,Item,1.0,"-27.524554, 152.954069",Queensland,Brisbane City,Fig Tree Pocket
CBAJ,MH Visual Inspection,0.6931471805599453,1.0268448388089713,10.67428265305605,1.2367700451463957,11.079181468285999,14.972464574309338,60.0,2.1013136187185766,10.0,2.0,8.0,0.0,135,60.0,9.976612009500661,4637517478.016617,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.4971134753063275,75.0,"7 Spinkbrae St, Fig Tree Pocket 4069",Brownfield,Urban Utilities,Water,-27.525087,152.949223,Framework,Item,1.0,"-27.525087, 152.949223",Queensland,Brisbane City,Fig Tree Pocket
CBAJ,MH Visual Inspection,0.6931471805599453,1.0273043298342055,10.689312802034948,1.2363492316044224,11.079413130513727,14.973331735528639,526.0,2.101479608415928,10.0,1.0,8.0,0.0,136,526.0,9.976612009500661,4653684174.671125,0.0,0.0,106.5734719,0.0,220.0,174.2595,1.4996451194151357,75.0,"48 Clinton St, Coopers Plains 4108",Brownfield,Urban Utilities,Water,-27.5651783,153.0354763,Framework,Item,0.0,"-27.5651783, 153.0354763",Queensland,Brisbane City,Coopers Plains
CBAJ,MH Visual Inspection,0.0,1.0277599793857337,10.70422892183149,1.2359272690816012,11.07958591642528,14.973978538973022,263.0,2.101604320134922,10.0,1.0,8.0,0.0,137,263.0,9.976612009500661,4669475854.5728245,0.0,0.0,53.28673597,0.0,220.0,174.2595,1.5021636276375328,75.0,"60 Clinton St, Coopers Plains 4108",Brownfield,Urban Utilities,Water,-27.5656676,153.0356889,Framework,Item,0.0,"-27.5656676, 153.0356889",Queensland,Brisbane City,Coopers Plains
CBAJ,MH Visual Inspection,0.0,1.0282118186619538,10.719031750605765,1.2355041508909337,11.079700213256581,14.974406405759755,263.0,2.101688018675069,10.0,1.0,8.0,0.0,138,263.0,9.976612009500661,4684892054.385328,0.0,0.0,53.28673597,0.0,220.0,174.2595,1.5046690872150021,75.0,"54 Rookwood Ave, Coopers Plains 4108",Brownfield,Urban Utilities,Water,-27.566631,153.0359832,Framework,Item,0.0,"-27.566631, 153.0359832",Queensland,Brisbane City,Coopers Plains
CBAJ,MH Visual Inspection,0.0,1.0286598782659113,10.733722012052576,1.235079870285715,11.079756397767687,14.974616727598454,263.0,2.1017309639303807,10.0,1.0,8.0,0.0,139,263.0,9.976612009500661,4699932397.095255,0.0,0.0,53.28673597,0.0,220.0,174.2595,1.5071615844605297,75.0,"60 Clinton St, Coopers Plains 4108",Brownfield,Urban Utilities,Water,-27.5656676,153.0356889,Framework,Item,0.0,"-27.5656676, 153.0356889",Queensland,Brisbane City,Coopers Plains
CBAJ,Visual Manhole Inspection,0.6931471805599453,1.0291041882175014,10.748300415680195,1.2346544204588152,11.079754836462529,14.974610867403902,526.0,2.101733410991477,14.0,1.0,3.0,0.0,140,526.0,9.976612009500661,4714596591.127153,0.0,0.0,106.5734719,0.0,220.0,174.2595,1.5096412047641141,75.0,"144 Birdwood Rd, Holland Park West",Brownfield,Urban Utilities,Water,-27.5207979,153.0548223,Framework,Item,0.0,"-27.5207979, 153.0548223",Queensland,Brisbane City,Holland Park West
CBAJ,Visual Manhole Inspection,0.6931471805599453,1.0295447779653077,10.762767657080838,1.234227794541949,11.079695885801263,14.974390159890287,526.0,2.101695610244699,14.0,1.0,3.0,0.0,141,526.0,9.976612009500661,4728884429.446916,0.0,0.0,106.5734719,0.0,220.0,174.2595,1.5121080325985474,75.0,"156A Birdwood Rd, Holland Park West",Brownfield,Urban Utilities,Water,-27.521584,153.055237,Framework,Item,0.0,"-27.521584, 153.055237",Queensland,Brisbane City,Holland Park West
CBAJ,Visual Manhole Inspection,0.6931471805599453,1.0299816763980991,10.777124418193146,1.2337999856049313,11.079579892405503,14.9739559121475,526.0,2.101617807468349,14.0,1.0,3.0,0.0,142,526.0,9.976612009500661,4742795788.654031,0.0,0.0,106.5734719,0.0,220.0,174.2595,1.5145621515254468,75.0,"162A Birdwood Rd, Holland Park West",Brownfield,Urban Utilities,Water,-27.5218939,153.0548473,Framework,Item,0.0,"-27.5218939, 153.0548473",Queensland,Brisbane City,Holland Park West
CBAJ,Visual Manhole Inspection,0.6931471805599453,1.030414911855991,10.79137136755695,1.2333709866549267,11.079407193256689,14.973309404200112,526.0,2.1015002439261368,14.0,1.0,3.0,0.0,143,526.0,9.976612009500661,4756330628.06316,0.0,0.0,106.5734719,0.0,220.0,174.2595,1.5170036442015142,75.0,"172 Birdwood Rd, Holland Park West",Brownfield,Urban Utilities,Water,-27.5226821,153.0548006,Framework,Item,1.0,"-27.5226821, 153.0548006",Queensland,Brisbane City,Holland Park West
CBAJ,MH Visual Inspection,0.6931471805599453,1.0308445121412833,10.805509160560533,1.2329407906356837,11.079178115887816,14.972451889549593,526.0,2.101343156457938,10.0,1.0,3.0,0.0,144,526.0,9.976612009500661,4769488988.775528,0.0,0.0,106.5734719,0.0,220.0,174.2595,1.5194325923850025,75.0,"48 Blomfield St, Moorooka 4105",Brownfield,Urban Utilities,Water,-27.5384197,153.0254507,Framework,Item,0.0,"-27.5384197, 153.0254507",Queensland,Brisbane City,Moorooka
CBAJ,MH Visual Inspection,0.6931471805599453,1.0312705045289834,10.819538439680663,1.232509390426758,11.07889297856875,14.971384595700371,526.0,2.1011467775679478,10.0,1.0,3.0,0.0,145,526.0,9.976612009500661,4782270992.740471,0.0,0.0,106.5734719,0.0,220.0,174.2595,1.5218490769423663,75.0,"27 Oatland Court, Holland Park West 4121",Brownfield,Urban Utilities,Water,-27.5233239,153.0568883,Framework,Item,0.0,"-27.5233239, 153.0568883",Queensland,Brisbane City,Holland Park West
CBAJ,MH Visual Inspection,0.6931471805599453,1.0316929157770303,10.833459834715617,1.232076778842722,11.078552090485374,14.970108724670228,526.0,2.1009113355103155,10.0,1.0,3.0,0.0,146,526.0,9.976612009500661,4794676841.807707,0.0,0.0,106.5734719,0.0,220.0,174.2595,1.5242531778550839,75.0,"390 Marshall Rd, Tarragindi 4121",Brownfield,Urban Utilities,Water,-27.5326264,153.0452131,Framework,Item,0.0,"-27.5326264, 153.0452131",Queensland,Brisbane City,Tarragindi
CBAJ,MH Visual Inspection,0.6931471805599453,1.0321117721362214,10.847273963011382,1.2316429486323686,11.078155751912732,14.968625453485567,60.0,2.1006370543723474,10.0,2.0,4.0,0.0,147,60.0,9.976612009500661,4806706816.770629,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5266449742266266,75.0,"122 Abuklea St, Newmarket 4051",Brownfield,Urban Utilities,Water,-27.434546,153.012184,Framework,Item,1.0,"-27.434546, 153.012184",Queensland,Brisbane City,Newmarket
CBAJ,MH Visual Inspection,0.6931471805599453,1.0325270993598565,10.860981429681296,1.2312078924778935,11.077704254382397,14.966935934662063,60.0,2.1003241541553486,10.0,2.0,8.0,0.0,148,60.0,9.976612009500661,4818361276.401144,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5290245442895656,75.0,"16 Travill St, Newmarket 4051",Brownfield,Urban Utilities,Water,-27.435724,153.007418,Framework,Item,1.0,"-27.435724, 153.007418",Queensland,Brisbane City,Newmarket
CBAJ,MH Visual Inspection,0.6931471805599453,1.0329389227131092,10.874582827819319,1.230771602994071,11.077197880844261,14.965041296671139,60.0,2.0999728508531947,10.0,2.0,4.0,0.0,149,60.0,9.976612009500661,4829640656.476461,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5313919654127959,75.0,"113 Eildon Rd, Windsor 4030",Brownfield,Urban Utilities,Water,-27.436061,153.026286,Framework,Item,1.0,"-27.436061, 153.026286",Queensland,Brisbane City,Windsor
CBAJ,MH Visual Inspection,0.6931471805599453,1.0333472669821269,10.88807873870708,1.2303340727274148,11.076636905822893,14.962942644392749,60.0,2.0995833565286848,10.0,2.0,4.0,0.0,150,60.0,9.976612009500661,4840545468.798141,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5337473141088651,75.0,"25 Davidson St, Newmarket 4051",Brownfield,Urban Utilities,Water,-27.436061,153.026286,Framework,Item,1.0,"-27.436061, 153.026286",Queensland,Brisbane City,Windsor
CBAJ,MH Visual Inspection,0.6931471805599453,1.0337521564828773,10.90146973201497,1.2298952941553267,11.076021595568685,14.960641059554895,60.0,2.099155879387768,10.0,2.0,5.0,0.0,151,60.0,9.976612009500661,4851076300.203979,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5360906660413958,75.0,"Unit 27/11 Glin Ave, Newmarket 4051",Brownfield,Urban Utilities,Water,-27.44396,153.004139,Framework,Item,1.0,"-27.44396, 153.004139",Queensland,Brisbane City,Newmarket
CBAJ,MH Visual Inspection,0.6931471805599453,1.0341536150697415,10.914756365997393,1.2294552596852304,11.075352208203919,14.958137601160313,60.0,2.098690623851697,10.0,2.0,4.0,0.0,152,60.0,9.976612009500661,4861233811.572985,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5384220960325847,75.0,"17 Dalston St, Newmarket 4051",Brownfield,Urban Utilities,Water,-27.441208,153.003366,Framework,Item,1.0,"-27.441208, 153.003366",Queensland,Ipswich City,Newmarket
CBAJ,MH Visual Inspection,0.6931471805599453,1.0345516661438658,10.927939187682373,1.2290139616536924,11.074628993863932,14.955433305900707,60.0,2.098187790627177,10.0,2.0,4.0,0.0,153,60.0,9.976612009500661,4871018736.823943,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5407416780707714,75.0,"62 Davidson St, Newmarket 4051",Brownfield,Urban Utilities,Water,-27.441208,153.003366,Framework,Item,1.0,"-27.441208, 153.003366",Queensland,Ipswich City,Newmarket
CBAJ,MH Visual Inspection,0.6931471805599453,1.0349463326612778,10.941018733055689,1.228571392325529,11.073852194833536,14.952529188558943,60.0,2.0976475767745777,10.0,2.0,4.0,0.0,154,60.0,9.976612009500661,4880431881.907863,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5430494853180616,75.0,"62 Davidson St, Newmarket 4051",Brownfield,Urban Utilities,Water,-27.441208,153.003366,Framework,Item,1.0,"-27.441208, 153.003366",Queensland,Ipswich City,Newmarket
CBAJ,MH Visual Inspection,0.6931471805599453,1.0353376371407734,10.953995527239705,1.2281275438928994,11.073022045678822,14.949426242399575,60.0,2.0970701757742605,10.0,2.0,4.0,0.0,155,60.0,9.976612009500661,4889474123.794792,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.545345590117997,75.0,"8 Pine St, Newmarket 4051",Brownfield,Urban Utilities,Water,-27.441965,153.003367,Framework,Item,1.0,"-27.441965, 153.003367",Queensland,Brisbane City,Newmarket
CBAJ,MH Visual Inspection,0.6931471805599453,1.035725601671584,10.966870084667011,1.2276824084743838,11.07213877337451,14.946125439548052,60.0,2.096455777591082,10.0,2.0,4.0,0.0,156,60.0,9.976612009500661,4898146409.455307,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5476300640032652,75.0,"13 Pine St, Newmarket 4051",Brownfield,Urban Utilities,Water,-27.441965,153.003367,Framework,Item,1.0,"-27.441965, 153.003367",Queensland,Brisbane City,Newmarket
CBAJ,MH Visual Inspection,0.6931471805599453,1.0361102479208268,10.979642909249058,1.2272359781140465,11.071202597426971,14.942627731358941,60.0,2.095804568737134,10.0,2.0,4.0,0.0,157,60.0,9.976612009500661,4906449754.8370695,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.549902977703431,75.0,"26 Downey St, Windsor 4030",Brownfield,Urban Utilities,Water,-27.443337,153.026412,Framework,Item,1.0,"-27.443337, 153.026412",Queensland,Brisbane City,Windsor
CBAJ,MH Visual Inspection,0.6931471805599453,1.0364915971407473,10.992314494539933,1.2267882447804852,11.070213729993052,14.938934048773543,60.0,2.095116732332764,10.0,2.0,4.0,0.0,158,60.0,9.976612009500661,4914385243.836845,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5521644011526947,75.0,"44 Downey St, Windsor 4030",Brownfield,Urban Utilities,Water,-27.443351,153.026035,Framework,Item,1.0,"-27.443351, 153.026035",Queensland,Brisbane City,Windsor
CBAJ,MH Visual Inspection,0.6931471805599453,1.0368696701757598,11.004885323895383,1.2263392003658637,11.069172375994816,14.93504530266716,60.0,2.094392448165938,10.0,2.0,8.0,0.0,159,60.0,9.976612009500661,4921954027.268278,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5544144034976575,75.0,"258 Payne Rd, The Gap 4061",Brownfield,Urban Utilities,Water,-27.449789,152.947091,Framework,Item,0.0,"-27.449789, 152.947091",Queensland,Brisbane City,The Gap
CBAJ,MH Visual Inspection,0.6931471805599453,1.0372444874692885,11.017355870627227,1.2258888366849288,11.068078733230356,14.930962384186364,60.0,2.093631892749986,10.0,2.0,4.0,0.0,160,60.0,9.976612009500661,4929157321.8258915,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.556653053105092,75.0,"10 Constitution Rd, Windsor 4030",Brownfield,Urban Utilities,Water,-27.432422,153.031153,Framework,Item,0.0,"-27.432422, 153.031153",Queensland,Brisbane City,Windsor
CBAJ,MH Visual Inspection,0.6931471805599453,1.037616069070421,11.029726598153317,1.2254371454740136,11.066932992480739,14.92668616507656,60.0,2.092835239379786,10.0,2.0,4.0,0.0,161,60.0,9.976612009500661,4935996409.04552,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5588804175697124,75.0,"26A Abuklea St, Wilston 4051",Brownfield,Urban Utilities,Water,-27.432422,153.031153,Framework,Item,0.0,"-27.432422, 153.031153",Queensland,Brisbane City,Windsor
CBAJ,MH Visual Inspection,0.6931471805599453,1.0379844346403728,11.041997960143107,1.2249841183900212,11.06573533761324,14.922217498000107,60.0,2.092002658186428,10.0,2.0,8.0,0.0,162,60.0,9.976612009500661,4942472634.261662,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5610965637219365,75.0,"26A Abuklea St, Wilston 4051",Brownfield,Urban Utilities,Water,-27.432422,153.031153,Framework,Item,0.0,"-27.432422, 153.031153",Queensland,Brisbane City,Windsor
CBAJ,MH Visual Inspection,0.6931471805599453,1.0383496034587725,11.054170400659014,1.224529747009395,11.064485945680946,14.917557216845266,60.0,2.0911343161903995,10.0,2.0,3.0,0.0,163,60.0,9.976612009500661,4948587405.561977,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5633015576356308,75.0,"5 Bridge St, Ashgrove 4060",Brownfield,Urban Utilities,Water,-27.438337,152.988482,Framework,Item,0.0,"-27.438337, 152.988482",Queensland,Brisbane City,Ashgrove
CBAJ,MH Visual Inspection,0.6931471805599453,1.0390704260879826,11.078220246302951,1.2236169372554042,11.061832625336429,14.90766505577483,60.0,2.0892910026284297,10.0,2.0,3.0,0.0,165,60.0,9.976612009500661,4959738526.241859,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.567678349306487,75.0,"1147 Waterworks Rd, The Gap 4061",Brownfield,Urban Utilities,Water,-27.442875,152.941659,Framework,Item,1.0,"-27.442875, 152.941659",Queensland,Brisbane City,The Gap
CBAJ,MH Visual Inspection,0.6931471805599453,1.0394261166042513,11.09009849273561,1.2231584816231047,11.060429017807117,14.902434752422987,60.0,2.088316350009353,10.0,2.0,5.0,0.0,166,60.0,9.976612009500661,4964777996.120708,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5698502754980521,75.0,"18 Glenlyon Dr, Ashgrove 4060",Brownfield,Urban Utilities,Water,-27.446874,152.979815,Framework,Item,1.0,"-27.446874, 152.979815",Queensland,Brisbane City,Ashgrove
CBAJ,MH Visual Inspection,0.6931471805599453,1.0397786837912684,11.101879500558416,1.2226986471741166,11.058974315154224,14.897015988678158,60.0,2.0873065745780517,10.0,2.0,5.0,0.0,167,60.0,9.976612009500661,4969462250.977009,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5720113063352092,75.0,"14 Glenlyon Dr, Ashgrove 4060",Brownfield,Urban Utilities,Water,-27.446874,152.979815,Framework,Item,1.0,"-27.446874, 152.979815",Queensland,Brisbane City,Ashgrove
CBAJ,MH Visual Inspection,0.6931471805599453,1.04012814510902,11.113563667778076,1.2222374250665107,11.057468661733923,14.891409508889968,60.0,2.0862618285511205,10.0,2.0,5.0,0.0,168,60.0,9.976612009500661,4973792996.907108,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5741615042244304,75.0,"36 Willmington St, Newmarket 4051",Brownfield,Urban Utilities,Water,-27.435304,153.004895,Framework,Item,1.0,"-27.435304, 153.004895",Queensland,Brisbane City,Newmarket
CBAJ,MH Visual Inspection,0.6931471805599453,1.0404745176700911,11.125151383559349,1.221774806371343,11.055912195615075,14.88561604030949,60.0,2.085182261325001,10.0,2.0,5.0,0.0,169,60.0,9.976612009500661,4977771996.447154,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5763009308615485,75.0,"37 Drury St, Windsor 4030",Brownfield,Urban Utilities,Water,-27.428801,153.025492,Framework,Item,1.0,"-27.428801, 153.025492",Queensland,Brisbane City,Windsor
CBAJ,MH Visual Inspection,0.6931471805599453,1.0408178182448131,11.136643028339638,1.221310782071499,11.054305048656058,14.879636293340928,60.0,2.084068019519955,10.0,2.0,5.0,0.0,170,60.0,9.976612009500661,4981401067.517074,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5784296472392758,75.0,"20 Graham St, Windsor 4030",Brownfield,Urban Utilities,Water,-27.429116,153.02579,Framework,Item,1.0,"-27.429116, 153.02579",Queensland,Brisbane City,Windsor
CBAJ,MH Visual Inspection,0.6931471805599453,1.041158063266271,11.148038973940155,1.2208453430605175,11.052647346578675,14.873470961786014,60.0,2.0829192470228683,10.0,2.0,5.0,0.0,171,60.0,9.976612009500661,4984682082.364293,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5805477136546724,75.0,"10 Graham St, Windsor 4030",Brownfield,Urban Utilities,Water,-27.429584,153.025703,Framework,Item,1.0,"-27.429584, 153.025703",Queensland,Brisbane City,Windsor
CBAJ,MH Visual Inspection,0.6931471805599453,1.0414952688351655,11.159339583673706,1.2203784801413944,11.050939209039202,14.867120723081277,60.0,2.081736085028916,10.0,2.0,4.0,0.0,172,60.0,9.976612009500661,4987616966.507462,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.582655189716568,75.0,"107 Wilston Rd, Newmarket 4051",Brownfield,Urban Utilities,Water,-27.430878,153.010505,Framework,Item,0.0,"-27.430878, 153.010505",Queensland,Brisbane City,Newmarket
CBAJ,MH Visual Inspection,0.6931471805599453,1.0418294507245394,11.170545212449198,1.219910184025367,11.049180749696664,14.860586238528398,60.0,2.0805186720821096,10.0,2.0,4.0,0.0,173,60.0,9.976612009500661,4990207697.680507,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5847521343529287,75.0,"40 Gaunt St, Newmarket 4051",Brownfield,Urban Utilities,Water,-27.430896,153.011403,Framework,Item,0.0,"-27.430896, 153.011403",Queensland,Brisbane City,Newmarket
CBAJ,MH Visual Inspection,0.6931471805599453,1.0421606243843669,11.181656206872942,1.219440445330678,11.047372076278375,14.853868153517796,60.0,2.0792671441147688,10.0,2.0,5.0,0.0,174,60.0,9.976612009500661,4992456304.777294,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.586838605818167,75.0,"17 Sedgley St, Alderley 4051",Brownfield,Urban Utilities,Water,-27.428829,153.005179,Framework,Item,0.0,"-27.428829, 153.005179",Queensland,Ipswich City,Alderley
CBAJ,MH Visual Inspection,0.6931471805599453,1.042488804946014,11.192672905346802,1.2189692545813156,11.045513290642827,14.846967097745662,60.0,2.077981634485936,10.0,2.0,5.0,0.0,175,60.0,9.976612009500661,4994364866.797117,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5889146617003986,75.0,"95 Mina Parade, Alderley 4051",Brownfield,Urban Utilities,Water,-27.428145,153.006547,Framework,Item,0.0,"-27.428145, 153.006547",Queensland,Brisbane City,Newmarket
CBAJ,MH Visual Inspection,0.6931471805599453,1.042814007226569,11.203595638163312,1.218496602205737,11.04360448883999,14.839883685424567,60.0,2.0766622740187723,10.0,2.0,5.0,0.0,176,60.0,9.976612009500661,4995935511.791418,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5909803589286347,75.0,"4 Lalor St, Stafford Heights 4053",Brownfield,Urban Utilities,Water,-27.402192,153.000618,Framework,Item,0.0,"-27.402192, 153.000618",Queensland,Brisbane City,Stafford
CBAJ,MH Visual Inspection,0.6931471805599453,1.0431362457330484,11.214424727597773,1.2180224785355662,11.041645761169057,14.832618515487843,60.0,2.0753091910369452,10.0,2.0,5.0,0.0,177,60.0,9.976612009500661,4997170415.811838,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.593035753779915,75.0,"146 Redwood St, Stafford Heights 4053",Brownfield,Urban Utilities,Water,-27.402192,153.000006,Framework,Item,0.0,"-27.402192, 153.000006",Queensland,Brisbane City,Stafford
CBAJ,MH Visual Inspection,0.6931471805599453,1.0434555346664813,11.225160487997432,1.2175468738042703,11.03963719223372,14.825172171787854,60.0,2.073922511400051,10.0,2.0,5.0,0.0,178,60.0,9.976612009500661,4998071801.860029,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5950809018863796,75.0,"28 Alcester St, Grange 4051",Brownfield,Urban Utilities,Water,-27.417997,153.009819,Framework,Item,0.0,"-27.417997, 153.009819",Queensland,Brisbane City,Grange
CBAJ,MH Visual Inspection,0.6931471805599453,1.0437718879258722,11.235803225867777,1.217069778145814,11.037578860994998,14.81754522328833,60.0,2.0725023585380846,10.0,2.0,5.0,0.0,179,60.0,9.976612009500661,4998641938.8393545,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.597115858242273,75.0,"28 Alchester St, Alderley 4051",Brownfield,Urban Utilities,Water,-27.417997,153.009819,Framework,Item,1.0,"-27.417997, 153.009819",Queensland,Brisbane City,Grange
CBAJ,MH Visual Inspection,0.6931471805599453,1.044085319112051,11.246353239956058,1.216591181593289,11.035470840821706,14.809738224250916,60.0,2.0710488534849905,10.0,2.0,3.0,0.0,180,60.0,9.976612009500661,4998883140.508816,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.5991406772108845,75.0,"16 Barrymore St, Everton Park 4053",Brownfield,Urban Utilities,Water,-27.417997,152.989126,Framework,Item,1.0,"-27.417997, 152.989126",Queensland,Brisbane City,Enoggera
CBAJ,MH Visual Inspection,0.6931471805599453,1.0443958415314054,11.256810821332039,1.216111074077523,11.03331319953856,14.801751714416035,60.0,2.0695621149113035,10.0,2.0,4.0,0.0,181,60.0,9.976612009500661,4998797764.439417,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.601155412531419,75.0,"25 Billington St, Alderley 4051",Brownfield,Urban Utilities,Water,-27.422848,153.007746,Framework,Item,1.0,"-27.422848, 153.007746",Queensland,Brisbane City,Alderley
CBAJ,MH Visual Inspection,0.6931471805599453,1.044703468199505,11.267176253466046,1.2156294454256584,11.031105999472027,14.79358621917825,60.0,2.0680422591559187,10.0,2.0,4.0,0.0,182,60.0,9.976612009500661,4998388210.973247,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.603160117325805,75.0,"110 Raymont Rd, Grange 4051",Brownfield,Urban Utilities,Water,-27.421683,153.007937,Framework,Item,1.0,"-27.421683, 153.007937",Queensland,Brisbane City,Alderley
CBAJ,MH Visual Inspection,0.6931471805599453,1.0450082118446145,11.277449812304415,1.2151462853597148,11.028849297493904,14.785242249756205,60.0,2.066489400256999,10.0,2.0,1.0,0.0,183,60.0,9.976612009500661,4997656922.185433,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.6051548441054266,75.0,"31 Billington St, Alderley 4051",Brownfield,Urban Utilities,Water,-27.422386,153.007806,Framework,Item,1.0,"-27.422386, 153.007806",Queensland,Brisbane City,Alderley
CBAJ,MH Visual Inspection,0.6931471805599453,1.0453100849111001,11.287631766342313,1.2146615834951167,11.026543145062707,14.776720303357308,60.0,2.064903649982047,10.0,2.0,5.0,0.0,184,60.0,9.976612009500661,4996606380.849341,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.6071396447777921,75.0,"4 Brent St, Newmarket 4051",Brownfield,Urban Utilities,Water,-27.430212,153.002664,Framework,Item,1.0,"-27.430212, 153.002664",Queensland,Brisbane City,Newmarket
CBAJ,MH Visual Inspection,0.6931471805599453,1.0456090995627338,11.297722376694054,1.214175329339203,11.024187588262892,14.76802086333724,60.0,2.0632851178571614,10.0,2.0,4.0,0.0,185,60.0,9.976612009500661,4995239109.405126,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.6091145706531267,75.0,"43 Welbeck St, Alderley 4051",Brownfield,Urban Utilities,Water,-27.4189,153.005418,Framework,Item,1.0,"-27.4189, 153.005418",Queensland,Brisbane City,Alderley
CBAJ,MH Visual Inspection,0.6931471805599453,1.0459052676858949,11.3077218971609,1.2136875122897064,11.021782667841961,14.759144399354438,60.0,2.0616339111954947,10.0,2.0,4.0,0.0,186,60.0,9.976612009500661,4993557668.931938,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.611079672450899,75.0,"43 Welbeck St, Alderley 4051",Brownfield,Urban Utilities,Water,-27.4189,153.005418,Framework,Item,1.0,"-27.4189, 153.005418",Queensland,Brisbane City,Alderley
CBAJ,MH Visual Inspection,0.6931471805599453,1.0461986008926687,11.31763057429643,1.2131981216332055,11.019328419245454,14.750091367519637,60.0,2.059950135124928,10.0,2.0,5.0,0.0,187,60.0,9.976612009500661,4991564658.123942,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.6130350003062714,75.0,"21A Chelford St, Alderley 4051",Brownfield,Urban Utilities,Water,-27.420137,153.006345,Framework,Item,1.0,"-27.420137, 153.006345",Queensland,Brisbane City,Alderley
CBAJ,MH Visual Inspection,0.6931471805599453,1.0464891105238527,11.327448647469529,1.2127071465435515,11.01682487264991,14.740862210540582,60.0,2.058233892614994,10.0,2.0,3.0,0.0,188,60.0,9.976612009500661,4989262712.270457,0.0,0.0,12.1566698,0.0,220.0,174.2595,1.6149806037764827,75.0,"6 Glenalva Tce, Alderley 4051",Brownfield,Urban Utilities,Water,-27.42183,152.997142,Framework,Item,1.0,"-27.42183, 152.997142",Queensland,Brisbane City,Enoggera
